suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
8.01,10.1,1850.3378,44.9,,,,,,,,
4.91,10.1,1850.3378,44.9,,,,,,,,
3.77,10.1,1850.3378,44.9,,,,,,,,
3.24,10.1,1850.3378,44.9,,,,,,,,
2.54,10.1,1850.3378,44.9,,,,,,,,
0.74,10.1,1850.3378,44.9,,,,,,,,
0.49,10.1,1850.3378,44.9,,,,,,,,
45.38,11.76,1875,45.9,,,,,,,,
23.22,11.76,1875,45.9,,,,,,,,
14.13,11.76,1875,45.9,,,,,,,,
9.54,11.76,1875,45.9,,,,,,,,
8.26,11.76,1875,45.9,,,,,,,,
5.2,11.76,1875,45.9,,,,,,,,
4.72,11.76,1875,45.9,,,,,,,,
4.12,11.76,1875,45.9,,,,,,,,
3.3,11.76,1875,45.9,,,,,,,,
3.04,11.76,1875,45.9,,,,,,,,
0.8,11.76,1875,45.9,,,,,,,,
0.34,11.76,1875,45.9,,,,,,,,
43.8,18.8,1881.9612,48.9,8.31099274,,,,,,,
23.26,18.8,1881.9612,48.9,8.31099274,,,,,,,
12.8,18.8,1881.9612,48.9,8.31099274,,,,,,,
9.06,18.8,1881.9612,48.9,8.31099274,,,,,,,
8.9,18.8,1881.9612,48.9,8.31099274,,,,,,,
6.6,18.8,1881.9612,48.9,8.31099274,,,,,,,
5.1,18.8,1881.9612,48.9,8.31099274,,,,,,,
3.52,18.8,1881.9612,48.9,8.31099274,,,,,,,
3.31,18.8,1881.9612,48.9,8.31099274,,,,,,,
2.59,18.8,1881.9612,48.9,8.31099274,,,,,,,
0.58,18.8,1881.9612,48.9,8.31099274,,,,,,,
0.45,18.8,1881.9612,48.9,8.31099274,,,,,,,
42.4,17.11,1888.9481,49.5,8.02499359,,,,,,,
20.75,17.11,1888.9481,49.5,8.02499359,,,,,,,
13.62,17.11,1888.9481,49.5,8.02499359,,,,,,,
9.25,17.11,1888.9481,49.5,8.02499359,,,,,,,
8.79,17.11,1888.9481,49.5,8.02499359,,,,,,,
7.7,17.11,1888.9481,49.5,8.02499359,,,,,,,
4.94,17.11,1888.9481,49.5,8.02499359,,,,,,,
4.38,17.11,1888.9481,49.5,8.02499359,,,,,,,
3.36,17.11,1888.9481,49.5,8.02499359,,,,,,,
2.14,17.11,1888.9481,49.5,8.02499359,,,,,,,
0.42,17.11,1888.9481,49.5,8.02499359,,,,,,,
0.28,17.11,1888.9481,49.5,8.02499359,,,,,,,
39.78,14.82,1895.9611,49.1,8.36136161,,,,,,,
20.29,14.82,1895.9611,49.1,8.36136161,,,,,,,
12.73,14.82,1895.9611,49.1,8.36136161,,,,,,,
8.66,14.82,1895.9611,49.1,8.36136161,,,,,,,
8.13,14.82,1895.9611,49.1,8.36136161,,,,,,,
5.5,14.82,1895.9611,49.1,8.36136161,,,,,,,
4.91,14.82,1895.9611,49.1,8.36136161,,,,,,,
4.04,14.82,1895.9611,49.1,8.36136161,,,,,,,
3.57,14.82,1895.9611,49.1,8.36136161,,,,,,,
2.91,14.82,1895.9611,49.1,8.36136161,,,,,,,
0.55,14.82,1895.9611,49.1,8.36136161,,,,,,,
0.33,14.82,1895.9611,49.1,8.36136161,,,,,,,
39.87,12.65,1903,50.7,8.53592553,,,,,,,
22.77,12.65,1903,50.7,8.53592553,,,,,,,
12.73,12.65,1903,50.7,8.53592553,,,,,,,
10.08,12.65,1903,50.7,8.53592553,,,,,,,
10.05,12.65,1903,50.7,8.53592553,,,,,,,
6,12.65,1903,50.7,8.53592553,,,,,,,
5.19,12.65,1903,50.7,8.53592553,,,,,,,
3.56,12.65,1903,50.7,8.53592553,,,,,,,
3.55,12.65,1903,50.7,8.53592553,,,,,,,
2.07,12.65,1903,50.7,8.53592553,,,,,,,
0.6,12.65,1903,50.7,8.53592553,,,,,,,
0.46,12.65,1903,50.7,8.53592553,,,,,,,
39.55,14.05,1887.285,49.8,9.35514932,,,,,,,
23.46,14.05,1887.285,49.8,9.35514932,,,,,,,
13.47,14.05,1887.285,49.8,9.35514932,,,,,,,
10.82,14.05,1887.285,49.8,9.35514932,,,,,,,
10.42,14.05,1887.285,49.8,9.35514932,,,,,,,
5.02,14.05,1887.285,49.8,9.35514932,,,,,,,
4.82,14.05,1887.285,49.8,9.35514932,,,,,,,
3.36,14.05,1887.285,49.8,9.35514932,,,,,,,
3.13,14.05,1887.285,49.8,9.35514932,,,,,,,
1.95,14.05,1887.285,49.8,9.35514932,,,,,,,
0.6,14.05,1887.285,49.8,9.35514932,,,,,,,
0.59,14.05,1887.285,49.8,9.35514932,,,,,,,
44.18,15,1862.1362,51.1,9.21275669,,,,,,,
25.8,15,1862.1362,51.1,9.21275669,,,,,,,
14.11,15,1862.1362,51.1,9.21275669,,,,,,,
14,15,1862.1362,51.1,9.21275669,,,,,,,
12.72,15,1862.1362,51.1,9.21275669,,,,,,,
4.82,15,1862.1362,51.1,9.21275669,,,,,,,
4.56,15,1862.1362,51.1,9.21275669,,,,,,,
4.09,15,1862.1362,51.1,9.21275669,,,,,,,
3.57,15,1862.1362,51.1,9.21275669,,,,,,,
2.41,15,1862.1362,51.1,9.21275669,,,,,,,
0.62,15,1862.1362,51.1,9.21275669,,,,,,,
0.51,15,1862.1362,51.1,9.21275669,,,,,,,
45.66,17.32,1811.1526,53.3,9.37589012,,,,,,,
27.94,17.32,1811.1526,53.3,9.37589012,,,,,,,
15.58,17.32,1811.1526,53.3,9.37589012,,,,,,,
15.08,17.32,1811.1526,53.3,9.37589012,,,,,,,
14.02,17.32,1811.1526,53.3,9.37589012,,,,,,,
5.83,17.32,1811.1526,53.3,9.37589012,,,,,,,
5.09,17.32,1811.1526,53.3,9.37589012,,,,,,,
4.91,17.32,1811.1526,53.3,9.37589012,,,,,,,
4.88,17.32,1811.1526,53.3,9.37589012,,,,,,,
3.05,17.32,1811.1526,53.3,9.37589012,,,,,,,
0.82,17.32,1811.1526,53.3,9.37589012,,,,,,,
0.7,17.32,1811.1526,53.3,9.37589012,,,,,,,
41.31,19.59,1710.0365,53.8,8.31392968,,,,,,,
25.76,19.59,1710.0365,53.8,8.31392968,,,,,,,
16.27,19.59,1710.0365,53.8,8.31392968,,,,,,,
14.94,19.59,1710.0365,53.8,8.31392968,,,,,,,
14.77,19.59,1710.0365,53.8,8.31392968,,,,,,,
6.35,19.59,1710.0365,53.8,8.31392968,,,,,,,
5.73,19.59,1710.0365,53.8,8.31392968,,,,,,,
4.84,19.59,1710.0365,53.8,8.31392968,,,,,,,
4.45,19.59,1710.0365,53.8,8.31392968,,,,,,,
3.28,19.59,1710.0365,53.8,8.31392968,,,,,,,
1.05,19.59,1710.0365,53.8,8.31392968,,,,,,,
0.67,19.59,1710.0365,53.8,8.31392968,,,,,,,
46.75,15.36,1713.5746,50.9,8.21606274,,,,,,,
23.83,15.36,1713.5746,50.9,8.21606274,,,,,,,
19.15,15.36,1713.5746,50.9,8.21606274,,,,,,,
16.02,15.36,1713.5746,50.9,8.21606274,,,,,,,
14.75,15.36,1713.5746,50.9,8.21606274,,,,,,,
6.51,15.36,1713.5746,50.9,8.21606274,,,,,,,
5.49,15.36,1713.5746,50.9,8.21606274,,,,,,,
5.15,15.36,1713.5746,50.9,8.21606274,,,,,,,
4.45,15.36,1713.5746,50.9,8.21606274,,,,,,,
2.41,15.36,1713.5746,50.9,8.21606274,,,,,,,
1.05,15.36,1713.5746,50.9,8.21606274,,,,,,,
0.73,15.36,1713.5746,50.9,8.21606274,,,,,,,
38.25,13.52,1730.8173,48.4,6.84056093,,,,,,,
20.33,13.52,1730.8173,48.4,6.84056093,,,,,,,
19.59,13.52,1730.8173,48.4,6.84056093,,,,,,,
15.19,13.52,1730.8173,48.4,6.84056093,,,,,,,
13.98,13.52,1730.8173,48.4,6.84056093,,,,,,,
4.88,13.52,1730.8173,48.4,6.84056093,,,,,,,
4.7,13.52,1730.8173,48.4,6.84056093,,,,,,,
4.66,13.52,1730.8173,48.4,6.84056093,,,,,,,
4.16,13.52,1730.8173,48.4,6.84056093,,,,,,,
3.37,13.52,1730.8173,48.4,6.84056093,,,,,,,
1.22,13.52,1730.8173,48.4,6.84056093,,,,,,,
0.73,13.52,1730.8173,48.4,6.84056093,,,,,,,
37.43,11.51,1761.3994,47.7,6.84561938,,,,,,,
19.52,11.51,1761.3994,47.7,6.84561938,,,,,,,
19.08,11.51,1761.3994,47.7,6.84561938,,,,,,,
15.01,11.51,1761.3994,47.7,6.84561938,,,,,,,
12.43,11.51,1761.3994,47.7,6.84561938,,,,,,,
5.47,11.51,1761.3994,47.7,6.84561938,,,,,,,
5.36,11.51,1761.3994,47.7,6.84561938,,,,,,,
4.54,11.51,1761.3994,47.7,6.84561938,,,,,,,
3.8,11.51,1761.3994,47.7,6.84561938,,,,,,,
3.45,11.51,1761.3994,47.7,6.84561938,,,,,,,
1.47,11.51,1761.3994,47.7,6.84561938,,,,,,,
0.62,11.51,1761.3994,47.7,6.84561938,,,,,,,
39.68,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
19.54,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
19.17,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
15.74,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
13.34,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
5.35,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
3.85,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
3.52,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
3.42,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
2.74,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
1.11,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
0.76,10.08,1765.6013,46.3,6.68187054,6.313,,,,,,
35.43,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
17.07,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
16.96,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
15.68,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
12.87,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
4.43,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
4.04,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
3.56,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
3.37,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
2.67,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
1.27,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
1,8.47,1780.5565,46.2,6.49458405,6.073,,,,,,
32.19,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
18.33,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
17.6,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
16.74,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
12.94,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
5.42,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
3.71,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
3.5,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
3.03,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
2.97,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
1.1,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
0.58,7.84,1781.4246,44.9,6.66371839,5.961,,,,,,
27.09,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
17.72,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
16.17,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
15.7,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
11.87,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
4.91,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
3.56,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
3.29,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
3.17,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
2.06,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
0.96,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
0.82,8.65,1742.9043,43.7,7.63475841,6.424,,,,,,
31.35,7.71,1751.7655,43.6,6.55015616,6.441,,62324,383474,148456,10910,619703
19.77,7.71,1751.7655,43.6,6.55015616,6.441,,3311388,66421,979,1794,3381610
14.98,7.71,1751.7655,43.6,6.55015616,6.441,,2267754,692795,2608,22411,3010971
14.49,7.71,1751.7655,43.6,6.55015616,6.441,,411687,1763925,178519,103639,2639925
12.33,7.71,1751.7655,43.6,6.55015616,6.441,,1533100,2424679,44627,144144,4419792
4.47,7.71,1751.7655,43.6,6.55015616,6.441,,3234398,141627,3046,4510,3385672
3.37,7.71,1751.7655,43.6,6.55015616,6.441,,1428972,2553899,155437,190808,4683537
3.15,7.71,1751.7655,43.6,6.55015616,6.441,,2118033,910621,11188,37830,3124582
3.08,7.71,1751.7655,43.6,6.55015616,6.441,,443444,1599554,713089,114337,3072731
2.75,7.71,1751.7655,43.6,6.55015616,6.441,,111009,246141,696256,11990,1085086
0.92,7.71,1751.7655,43.6,6.55015616,6.441,,,,,,
0.58,7.71,1751.7655,43.6,6.55015616,6.441,,,,,,
26.38,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
19.96,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
15.65,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
14.92,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
10.64,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
5.1,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
3.21,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
3.16,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
2.85,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
2.38,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
0.84,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
0.78,7.18,1750.9741,42.6,5.89274265,6.776,,,,,,
32.68,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
21.4,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
18.85,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
15.88,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
11.44,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
6.03,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
3.28,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
3.24,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
3.16,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
2.57,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
0.8,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
0.49,7.22,1726.2584,41.3,5.01904817,6.468,,,,,,
24.03,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
19.96,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
15.25,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
13.75,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
12.2,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
4.93,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
3.16,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
3.08,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
3.01,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
2.23,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
0.91,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
0.91,7.1,1714.8711,40.9,4.98687258,6.582,,,,,,
27.16,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
21.13,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
16.2,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
13.72,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
12.73,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
6.02,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
3.77,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
3.66,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
3.15,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
1.89,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
0.99,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
0.93,7.27,1695.364,41.6,4.78591616,6.671,,,,,,
34.38,7.61,1691.5363,,,6.697,,,,,,
18.74,7.61,1691.5363,,,6.697,,,,,,
14.31,7.61,1691.5363,,,6.697,,,,,,
14.13,7.61,1691.5363,,,6.697,,,,,,
12.25,7.61,1691.5363,,,6.697,,,,,,
4.51,7.61,1691.5363,,,6.697,,,,,,
3.55,7.61,1691.5363,,,6.697,,,,,,
3.52,7.61,1691.5363,,,6.697,,,,,,
3.13,7.61,1691.5363,,,6.697,,,,,,
2.01,7.61,1691.5363,,,6.697,,,,,,
1.06,7.61,1691.5363,,,6.697,,,,,,
0.54,7.61,1691.5363,,,6.697,,,,,,
7.51,,,,,,,,,,,
7.43,,,,,,,,,,,
5.98,,,,,,,,,,,
5.21,,,,,,,,,,,
4.19,,,,,,,,,,,
3.67,,,,,,,,,,,
2.68,,,,,,,,,,,
2.04,,,,,,,,,,,
1.25,,,,,,,,,,,
1.16,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
17.36,1.6,,,,,,,,,,
6.37,1.6,,,,,,,,,,
4.44,1.6,,,,,,,,,,
4.43,1.6,,,,,,,,,,
4.02,1.6,,,,,,,,,,
3.78,1.6,,,,,,,,,,
2.27,1.6,,,,,,,,,,
2.03,1.6,,,,,,,,,,
1.17,1.6,,,,,,,,,,
0,1.6,,,,,,,,,,
0,1.6,,,,,,,,,,
0,1.6,,,,,,,,,,
10.64,1.8,,,,,,,,,,
6.97,1.8,,,,,,,,,,
6.1,1.8,,,,,,,,,,
4.8,1.8,,,,,,,,,,
3.8,1.8,,,,,,,,,,
3.75,1.8,,,,,,,,,,
3,1.8,,,,,,,,,,
1.46,1.8,,,,,,,,,,
0.34,1.8,,,,,,,,,,
0,1.8,,,,,,,,,,
0,1.8,,,,,,,,,,
0,1.8,,,,,,,,,,
11.3,5.3,,,,,,,,,,
8.83,5.3,,,,,,,,,,
7.04,5.3,,,,,,,,,,
6.72,5.3,,,,,,,,,,
5.56,5.3,,,,,,,,,,
5.07,5.3,,,,,,,,,,
2.3,5.3,,,,,,,,,,
1.79,5.3,,,,,,,,,,
1.42,5.3,,,,,,,,,,
1.02,5.3,,,,,,,,,,
0,5.3,,,,,,,,,,
0,5.3,,,,,,,,,,
24.82,6.6,,,,,,,,,,
9.67,6.6,,,,,,,,,,
8.49,6.6,,,,,,,,,,
8.1,6.6,,,,,,,,,,
6.29,6.6,,,,,,,,,,
3.37,6.6,,,,,,,,,,
1.95,6.6,,,,,,,,,,
1.6,6.6,,,,,,,,,,
1.34,6.6,,,,,,,,,,
0.52,6.6,,,,,,,,,,
0.31,6.6,,,,,,,,,,
0.27,6.6,,,,,,,,,,
11.97,6.7,,,6.41873606,,,,,,,
8.1,6.7,,,6.41873606,,,,,,,
7.25,6.7,,,6.41873606,,,,,,,
7.14,6.7,,,6.41873606,,,,,,,
3.89,6.7,,,6.41873606,,,,,,,
3.73,6.7,,,6.41873606,,,,,,,
3.51,6.7,,,6.41873606,,,,,,,
3.19,6.7,,,6.41873606,,,,,,,
1.76,6.7,,,6.41873606,,,,,,,
0.99,6.7,,,6.41873606,,,,,,,
0.26,6.7,,,6.41873606,,,,,,,
0,6.7,,,6.41873606,,,,,,,
10.75,9.3,,,5.7907572,,,,,,,
7.31,9.3,,,5.7907572,,,,,,,
5.86,9.3,,,5.7907572,,,,,,,
4.57,9.3,,,5.7907572,,,,,,,
3.97,9.3,,,5.7907572,,,,,,,
1.49,9.3,,,5.7907572,,,,,,,
1.25,9.3,,,5.7907572,,,,,,,
1,9.3,,,5.7907572,,,,,,,
0.32,9.3,,,5.7907572,,,,,,,
0.27,9.3,,,5.7907572,,,,,,,
0.26,9.3,,,5.7907572,,,,,,,
0,9.3,,,5.7907572,,,,,,,
8.53,10.8,,,5.76758904,,,,,,,
6.1,10.8,,,5.76758904,,,,,,,
5.84,10.8,,,5.76758904,,,,,,,
3.51,10.8,,,5.76758904,,,,,,,
3.19,10.8,,,5.76758904,,,,,,,
2.63,10.8,,,5.76758904,,,,,,,
1.22,10.8,,,5.76758904,,,,,,,
0.61,10.8,,,5.76758904,,,,,,,
0.34,10.8,,,5.76758904,,,,,,,
0.26,10.8,,,5.76758904,,,,,,,
0,10.8,,,5.76758904,,,,,,,
0,10.8,,,5.76758904,,,,,,,
6.76,9.4,,,5.75617179,,,,,,,
6.58,9.4,,,5.75617179,,,,,,,
4.49,9.4,,,5.75617179,,,,,,,
2.14,9.4,,,5.75617179,,,,,,,
1.99,9.4,,,5.75617179,,,,,,,
1.88,9.4,,,5.75617179,,,,,,,
1.77,9.4,,,5.75617179,,,,,,,
1.19,9.4,,,5.75617179,,,,,,,
0.35,9.4,,,5.75617179,,,,,,,
0.27,9.4,,,5.75617179,,,,,,,
0,9.4,,,5.75617179,,,,,,,
0,9.4,,,5.75617179,,,,,,,
6.3,11.2,,36.2,5.68179057,,,,,,,
5.28,11.2,,36.2,5.68179057,,,,,,,
4.74,11.2,,36.2,5.68179057,,,,,,,
3.03,11.2,,36.2,5.68179057,,,,,,,
2.14,11.2,,36.2,5.68179057,,,,,,,
1.74,11.2,,36.2,5.68179057,,,,,,,
0.75,11.2,,36.2,5.68179057,,,,,,,
0.7,11.2,,36.2,5.68179057,,,,,,,
0,11.2,,36.2,5.68179057,,,,,,,
0,11.2,,36.2,5.68179057,,,,,,,
0,11.2,,36.2,5.68179057,,,,,,,
0,11.2,,36.2,5.68179057,,,,,,,
10.64,11.05,,,6.25348348,,,,,,,
7.52,11.05,,,6.25348348,,,,,,,
5.98,11.05,,,6.25348348,,,,,,,
3.74,11.05,,,6.25348348,,,,,,,
1.76,11.05,,,6.25348348,,,,,,,
1.68,11.05,,,6.25348348,,,,,,,
1.43,11.05,,,6.25348348,,,,,,,
1.37,11.05,,,6.25348348,,,,,,,
0.18,11.05,,,6.25348348,,,,,,,
0,11.05,,,6.25348348,,,,,,,
0,11.05,,,6.25348348,,,,,,,
0,11.05,,,6.25348348,,,,,,,
7.47,10.91,,35.4,5.94041648,,42.11391068,,,,,
7.46,10.91,,35.4,5.94041648,,42.11391068,,,,,
6.03,10.91,,35.4,5.94041648,,42.11391068,,,,,
3.85,10.91,,35.4,5.94041648,,42.11391068,20688,580402,29539,,644222
1.38,10.91,,35.4,5.94041648,,42.11391068,,,,,
1.11,10.91,,35.4,5.94041648,,42.11391068,613805,763148,29973,,1427104
0.89,10.91,,35.4,5.94041648,,42.11391068,,,,,
0.7,10.91,,35.4,5.94041648,,42.11391068,62253,135924,294,,204658
0.53,10.91,,35.4,5.94041648,,42.11391068,44544,524351,172189,,780427
0.36,10.91,,35.4,5.94041648,,42.11391068,36633,170884,3673,,222495
0,10.91,,35.4,5.94041648,,42.11391068,508127,847901,176640,,1587030
0,10.91,,35.4,5.94041648,,42.11391068,,,,,
10.32,10.84,,34.8,5.40041921,,,,,,,
9.67,10.84,,34.8,5.40041921,,,,,,,
5.81,10.84,,34.8,5.40041921,,,,,,,
5.26,10.84,,34.8,5.40041921,,,,,,,
1.71,10.84,,34.8,5.40041921,,,,,,,
1.7,10.84,,34.8,5.40041921,,,,,,,
1.28,10.84,,34.8,5.40041921,,,,,,,
1.19,10.84,,34.8,5.40041921,,,,,,,
0.45,10.84,,34.8,5.40041921,,,,,,,
0.34,10.84,,34.8,5.40041921,,,,,,,
0.34,10.84,,34.8,5.40041921,,,,,,,
0,10.84,,34.8,5.40041921,,,,,,,
9.23,10.72,,33,5.56388068,,,,,,,
7.21,10.72,,33,5.56388068,,,,,,,
4.96,10.72,,33,5.56388068,,,,,,,
4.77,10.72,,33,5.56388068,,,,,,,
4.75,10.72,,33,5.56388068,,,,,,,
1.2,10.72,,33,5.56388068,,,,,,,
0.63,10.72,,33,5.56388068,,,,,,,
0.35,10.72,,33,5.56388068,,,,,,,
0.33,10.72,,33,5.56388068,,,,,,,
0,10.72,,33,5.56388068,,,,,,,
0,10.72,,33,5.56388068,,,,,,,
0,10.72,,33,5.56388068,,,,,,,
12.47,10.07,,29.7,4.57775072,4.289,,,,,,
11.38,10.07,,29.7,4.57775072,4.289,,,,,,
4.63,10.07,,29.7,4.57775072,4.289,,,,,,
3.62,10.07,,29.7,4.57775072,4.289,,,,,,
3.35,10.07,,29.7,4.57775072,4.289,,,,,,
3.19,10.07,,29.7,4.57775072,4.289,,,,,,
2.54,10.07,,29.7,4.57775072,4.289,,,,,,
1.11,10.07,,29.7,4.57775072,4.289,,,,,,
0.93,10.07,,29.7,4.57775072,4.289,,,,,,
0.45,10.07,,29.7,4.57775072,4.289,,,,,,
0,10.07,,29.7,4.57775072,4.289,,,,,,
0,10.07,,29.7,4.57775072,4.289,,,,,,
14.2,9.81,,31.2,4.30883082,4.882,,,,,,
7.02,9.81,,31.2,4.30883082,4.882,,,,,,
5.25,9.81,,31.2,4.30883082,4.882,,,,,,
3.32,9.81,,31.2,4.30883082,4.882,,,,,,
2.57,9.81,,31.2,4.30883082,4.882,,,,,,
2.09,9.81,,31.2,4.30883082,4.882,,,,,,
1.8,9.81,,31.2,4.30883082,4.882,,,,,,
1.26,9.81,,31.2,4.30883082,4.882,,,,,,
1.04,9.81,,31.2,4.30883082,4.882,,,,,,
0.47,9.81,,31.2,4.30883082,4.882,,,,,,
0,9.81,,31.2,4.30883082,4.882,,,,,,
0,9.81,,31.2,4.30883082,4.882,,,,,,
14.93,13.51,,29.2,3.79932298,4.652,,,,,,
9.05,13.51,,29.2,3.79932298,4.652,,,,,,
2.56,13.51,,29.2,3.79932298,4.652,,,,,,
2.09,13.51,,29.2,3.79932298,4.652,,,,,,
1.92,13.51,,29.2,3.79932298,4.652,,,,,,
1.6,13.51,,29.2,3.79932298,4.652,,,,,,
0.94,13.51,,29.2,3.79932298,4.652,,,,,,
0.79,13.51,,29.2,3.79932298,4.652,,,,,,
0.5,13.51,,29.2,3.79932298,4.652,,,,,,
0.45,13.51,,29.2,3.79932298,4.652,,,,,,
0.32,13.51,,29.2,3.79932298,4.652,,,,,,
0,13.51,,29.2,3.79932298,4.652,,,,,,
15.76,18.44,,28,4.54532341,4.178,,,,,,
5.8,18.44,,28,4.54532341,4.178,,,,,,
4.83,18.44,,28,4.54532341,4.178,,,,,,
1.92,18.44,,28,4.54532341,4.178,,,,,,
1.25,18.44,,28,4.54532341,4.178,,,,,,
1.21,18.44,,28,4.54532341,4.178,,,,,,
1.01,18.44,,28,4.54532341,4.178,,,,,,
0.87,18.44,,28,4.54532341,4.178,,,,,,
0.69,18.44,,28,4.54532341,4.178,,,,,,
0.36,18.44,,28,4.54532341,4.178,,,,,,
0,18.44,,28,4.54532341,4.178,,,,,,
0,18.44,,28,4.54532341,4.178,,,,,,
11.47,19.01,,30,4.56226302,4.368,,,,,,
6.73,19.01,,30,4.56226302,4.368,,,,,,
4.93,19.01,,30,4.56226302,4.368,,,,,,
4.33,19.01,,30,4.56226302,4.368,,,,,,
3.17,19.01,,30,4.56226302,4.368,,,,,,
2.76,19.01,,30,4.56226302,4.368,,,,,,
2.45,19.01,,30,4.56226302,4.368,,,,,,
1.2,19.01,,30,4.56226302,4.368,,,,,,
